popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
3,182506,False,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,4,pop
0,170813,False,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,4,pop
83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,rock
1,191506,False,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-05,0.112,0.433,171.973,4,pop
82,185733,False,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,rock
2,171880,True,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,pop
0,229517,False,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
80,229360,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,pop
72,223080,False,0.807,0.414,4,-8.903,1,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,4,rock
65,258857,False,0.581,0.578,5,-7.571,0,0.0524,0.671,0.0,0.106,0.335,140.0,4,pop
66,179343,False,0.449,0.626,10,-6.428,1,0.0527,0.387,0.0,0.357,0.308,163.826,4,pop
0,118840,False,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
0,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,hip-hop
89,200185,False,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,4,pop
0,240146,False,0.523,0.322,0,-8.957,1,0.0285,0.535,0.0,0.132,0.3,126.002,4,rock
83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock
70,197549,False,0.558,0.497,8,-7.175,1,0.0256,0.0285,5.36e-06,0.0799,0.444,107.047,4,pop
72,218666,False,0.538,0.763,11,-6.346,0,0.205,0.0152,0.0,0.109,0.484,180.002,4,pop
2,230933,False,0.5,0.887,7,-3.74,1,0.0726,0.00467,0.0,0.114,0.631,162.003,4,rock
0,189577,False,0.768,0.935,11,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,4,pop
0,145542,True,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.39,112.509,4,hip-hop
86,173381,False,0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,4,rock
52,340244,False,0.39,0.505,9,-8.671,1,0.0381,0.421,0.0,0.0918,0.28,113.706,4,rock
2,188040,False,0.689,0.853,1,-3.455,0,0.0286,0.0186,0.0,0.142,0.937,153.933,4,rock
4,146426,False,0.757,0.571,7,-4.547,0,0.0906,0.264,8.97e-06,0.313,0.538,159.933,4,pop
72,160851,False,0.708,0.672,6,-7.493,0,0.0582,0.322,0.0,0.135,0.399,93.886,4,hip-hop
4,147943,False,0.569,0.919,11,-5.378,1,0.135,0.00089,9.44e-05,0.0524,0.256,95.073,4,hip-hop
68,228189,False,0.412,0.494,6,-9.282,1,0.0536,0.706,0.0,0.0772,0.496,169.93,4,pop
68,332711,False,0.638,0.631,4,-6.993,0,0.0353,0.624,0.0144,0.074,0.46,119.973,4,pop
1,242096,False,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,4,pop
1,218733,False,0.398,0.546,10,-5.548,1,0.0354,0.365,0.00012,0.125,0.353,132.985,4,rock
68,396466,False,0.589,0.424,4,-12.006,0,0.0359,0.844,0.00381,0.169,0.561,119.823,4,pop
63,323520,False,0.447,0.6,4,-3.718,0,0.0332,0.324,0.0,0.0962,0.434,80.044,3,hip-hop
5,187146,False,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock
88,253586,False,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,rock
4,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop
0,205200,False,0.596,0.833,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,115.997,4,rock
3,242280,True,0.565,0.551,0,-7.007,0,0.0687,0.0845,0.0,0.139,0.125,112.98,4,pop
67,279429,False,0.644,0.423,11,-8.702,0,0.0324,0.464,0.0,0.11,0.509,131.903,4,pop
5,224240,False,0.52,0.542,1,-7.404,0,0.155,0.0383,0.0,0.371,0.669,81.131,4,pop
0,220138,False,0.596,0.473,9,-9.381,0,0.218,0.0273,0.0,0.203,0.365,157.0,4,hip-hop
61,242772,False,0.613,0.583,11,-6.068,0,0.113,0.143,0.0,0.114,0.565,183.982,4,hip-hop
89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop
31,245000,False,0.42,0.341,0,-8.075,1,0.0325,0.942,0.00123,0.105,0.193,107.862,4,pop
61,273396,False,0.631,0.818,9,-3.922,1,0.0338,0.11,0.0,0.091,0.551,108.065,4,hip-hop
0,289906,False,0.291,0.791,11,-5.683,0,0.0361,0.00133,5.17e-06,0.0811,0.511,155.669,3,rock
67,218343,False,0.839,0.972,7,-5.72,1,0.102,0.431,0.0002,0.0907,0.365,130.012,4,pop
75,114418,False,0.692,0.488,7,-10.96,0,0.135,0.0508,0.0,0.154,0.299,171.9,4,hip-hop
0,142945,False,0.941,0.618,1,-7.702,1,0.079,0.0112,0.0,0.0911,0.489,99.98,4,hip-hop
3,239146,True,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,4,hip-hop
0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
70,191239,False,0.786,0.727,9,-5.028,0,0.051,0.0818,0.0,0.0824,0.697,93.97,4,pop
0,173040,False,0.524,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.482,117.108,4,rock
4,238940,True,0.847,0.59,7,-6.301,1,0.133,0.059,0.0,0.0822,0.595,97.014,4,pop
0,154466,False,0.374,0.728,5,-4.76,1,0.036,0.718,0.0,0.114,0.677,125.17,4,rock
71,224240,False,0.656,0.551,8,-6.43,1,0.0299,0.721,1.26e-06,0.0947,0.329,114.106,4,pop
1,270786,False,0.365,0.517,7,-6.635,1,0.0243,0.0622,0.0,0.265,0.0777,93.862,4,rock
0,199253,False,0.574,0.966,4,-3.034,1,0.0685,0.0141,0.0,0.43,0.788,128.034,4,rock
72,173333,False,0.738,0.599,8,-7.102,1,0.0393,0.434,0.0,0.13,0.575,120.052,5,pop
85,231826,False,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,pop
56,74410,False,0.661,0.654,1,-6.084,1,0.0784,0.363,0.000115,0.165,0.0372,85.166,4,hip-hop
62,168020,False,0.658,0.87,7,-5.228,0,0.308,0.0113,0.0,0.351,0.376,90.235,4,hip-hop
1,302346,False,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,rock
0,264466,False,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
0,238653,False,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,rock
0,256760,False,0.659,0.741,1,-4.354,0,0.0388,0.072,0.0,0.166,0.454,122.013,4,rock
70,284784,False,0.47,0.513,9,-10.076,0,0.0294,0.373,6.5e-06,0.123,0.477,95.015,1,hip-hop
66,332702,False,0.556,0.521,6,-10.806,1,0.0321,0.641,0.000543,0.102,0.353,127.947,4,pop
67,205946,False,0.574,0.496,8,-7.153,0,0.0277,0.431,0.0,0.399,0.61,109.935,4,hip-hop
80,173381,False,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,4,rock
6,214190,False,0.629,0.763,0,-4.279,0,0.0453,0.244,0.0,0.312,0.809,93.023,4,pop
83,221176,False,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4,pop
83,257266,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,rock
1,197933,False,0.488,0.572,9,-7.29,0,0.0901,0.138,0.000235,0.27,0.415,132.45,5,hip-hop
0,118466,True,0.904,0.601,2,-5.561,1,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop
0,307866,False,0.537,0.77,11,-6.943,1,0.0443,0.285,0.00294,0.0978,0.611,136.82,4,rock
2,171066,False,0.442,0.9,0,-5.032,1,0.0529,0.0109,0.0,0.395,0.609,148.62,4,rock
5,241253,False,0.402,0.835,11,-5.734,0,0.05,0.0287,2.94e-06,0.385,0.43,92.029,4,rock
76,217026,False,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,4,rock
69,309457,False,0.55,0.488,6,-8.059,1,0.0284,0.718,0.000118,0.126,0.301,136.025,3,pop
0,166346,False,0.628,0.683,7,-5.565,0,0.0467,0.246,0.0,0.176,0.462,99.8,4,pop
86,206280,False,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,4,rock
2,216720,False,0.639,0.836,0,-4.878,0,0.048,0.027,0.0,0.283,0.814,104.998,4,pop
67,230068,False,0.524,0.601,8,-6.112,0,0.0404,0.663,0.0,0.114,0.598,72.048,4,pop
67,180413,False,0.595,0.817,11,-6.187,0,0.0474,0.000712,0.0386,0.142,0.483,144.961,4,hip-hop
61,190893,False,0.73,0.634,10,-5.084,0,0.0509,0.181,2.24e-06,0.118,0.182,126.022,4,rock
88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock
74,191868,False,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,4,pop
69,204866,False,0.65,0.783,7,-6.197,0,0.0377,0.22,3.71e-06,0.182,0.302,109.959,4,hip-hop
0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop
1,311240,False,0.429,0.63,0,-7.392,1,0.0329,0.078,0.0,0.104,0.211,151.627,4,rock
4,169620,True,0.79,0.628,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,4,hip-hop
0,143375,True,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,hip-hop
0,272280,False,0.688,0.874,0,-6.456,1,0.0521,0.121,0.0,0.394,0.709,133.214,4,rock
77,192280,False,0.631,0.924,0,-5.589,1,0.146,0.0841,3.59e-06,0.084,0.755,100.045,4,rock
1,261706,False,0.649,0.709,1,-7.989,1,0.0802,0.0212,0.0,0.0732,0.605,83.975,4,rock
6,208106,False,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-05,0.102,0.493,118.031,4,rock
56,167889,False,0.764,0.652,8,-6.448,1,0.0896,0.103,0.000107,0.129,0.417,89.99,4,hip-hop
73,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,rock
67,194857,False,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-06,0.457,0.655,105.015,4,hip-hop
0,155960,False,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,pop
1,238687,True,0.708,0.637,1,-6.327,1,0.052,0.107,3.09e-06,0.102,0.187,149.98,4,hip-hop
86,222973,False,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,4,rock
0,226858,False,0.739,0.48,5,-10.82,1,0.0263,0.718,0.00292,0.0768,0.758,105.029,4,rock
5,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop
67,166600,False,0.838,0.63,9,-5.609,0,0.171,0.242,0.0,0.0719,0.64,100.986,4,pop
79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,rock
0,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
0,177506,False,0.5,0.71,3,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,89.929,4,rock
0,193826,False,0.56,0.394,2,-9.129,1,0.0307,0.365,0.0,0.213,0.382,122.878,4,rock
59,232000,False,0.847,0.583,11,-8.631,1,0.411,0.12,0.0,0.555,0.837,83.996,4,hip-hop
66,374205,False,0.523,0.557,7,-7.799,1,0.0293,0.813,0.000581,0.0958,0.196,111.766,4,pop
0,173040,False,0.524,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.482,117.108,4,rock
68,371790,False,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843,3,pop
67,273188,False,0.651,0.562,9,-5.787,1,0.0302,0.601,0.0,0.121,0.607,81.029,4,pop
88,244804,False,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,4,rock
0,182373,False,0.801,0.702,9,-4.952,1,0.37,0.49,1.86e-06,0.269,0.524,99.043,4,pop
56,269643,False,0.757,0.745,4,-3.085,1,0.038,0.395,0.0,0.308,0.598,119.8,4,hip-hop
64,285173,False,0.771,0.69,2,-7.379,1,0.174,0.0267,5.09e-06,0.0647,0.423,165.951,4,hip-hop
6,167760,False,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop
1,272800,False,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,4,pop
77,215133,False,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,4,rock
66,228112,True,0.674,0.514,5,-10.956,1,0.227,0.0126,0.0,0.158,0.192,99.901,4,hip-hop
1,173325,True,0.715,0.622,4,-3.046,0,0.111,0.11,0.0,0.123,0.407,158.088,4,hip-hop
5,307014,False,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,pop
0,181028,True,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,4,hip-hop
80,180055,False,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,rock
0,236160,False,0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-06,0.0849,0.366,172.01,4,rock
0,228259,True,0.428,0.832,6,-3.455,1,0.338,0.303,0.0,0.142,0.157,85.594,4,hip-hop
84,391376,False,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4,rock
0,159123,False,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,hip-hop
0,210500,False,0.543,0.595,11,-8.61,0,0.0477,0.0432,0.000247,0.101,0.338,122.052,4,rock
67,232513,False,0.516,0.409,6,-11.925,0,0.0566,0.718,0.0,0.35,0.731,179.852,3,pop
74,209032,False,0.827,0.717,11,-7.755,0,0.111,0.0908,0.000523,0.0511,0.772,123.987,4,hip-hop
0,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop
65,157648,False,0.48,0.369,7,-8.766,1,0.0405,0.835,0.0,0.1,0.548,159.687,4,pop
2,175643,False,0.542,0.732,9,-5.956,1,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,4,rock
0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
67,225273,False,0.718,0.58,2,-5.149,0,0.028,0.602,0.0,0.196,0.31,97.979,4,hip-hop
3,143375,False,0.785,0.523,7,-5.853,1,0.0489,0.144,0.0,0.117,0.134,100.002,4,hip-hop
0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock
79,201526,False,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4,pop
61,320000,False,0.705,0.678,4,-8.644,0,0.0415,0.0483,7.01e-05,0.496,0.691,120.042,4,hip-hop
60,227976,False,0.428,0.577,8,-5.629,1,0.0912,0.842,0.0,0.0954,0.244,159.796,4,hip-hop
2,200000,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,hip-hop
1,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,pop
0,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock
60,343741,False,0.59,0.414,10,-12.391,1,0.0346,0.781,0.000522,0.146,0.292,82.002,4,hip-hop
0,120226,False,0.551,0.424,6,-10.73,1,0.0353,0.637,0.0,0.165,0.925,131.746,4,rock
59,225837,False,0.877,0.881,4,-3.713,0,0.0713,0.421,0.000345,0.12,0.874,123.024,4,hip-hop
60,192475,False,0.817,0.475,3,-5.627,0,0.0465,0.356,8.85e-06,0.26,0.736,121.05,4,hip-hop
0,264466,False,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,rock
81,348400,False,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,rock
66,318493,False,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-05,0.0736,0.705,133.825,4,pop
81,270000,False,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,4,hip-hop
59,192000,True,0.869,0.826,2,-4.186,1,0.333,0.211,0.0,0.0696,0.503,110.05,4,hip-hop
0,212026,False,0.765,0.816,1,-3.99,1,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4,hip-hop
65,243591,False,0.41,0.455,4,-8.071,1,0.0316,0.731,0.0,0.185,0.361,90.993,4,pop
59,353676,False,0.552,0.668,2,-9.111,1,0.0473,0.421,0.0117,0.159,0.152,95.032,4,hip-hop
65,165108,False,0.756,0.538,1,-6.625,0,0.0485,0.654,0.0,0.172,0.516,92.023,4,hip-hop
57,466285,True,0.62,0.813,1,-4.833,1,0.161,0.449,1.48e-06,0.21,0.37,139.587,4,hip-hop
63,211290,False,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,4,hip-hop
0,143226,False,0.684,0.491,0,-7.655,1,0.0361,0.71,0.0,0.144,0.4,117.916,4,rock
83,228482,False,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3,pop
0,210639,False,0.392,0.496,7,-7.632,1,0.114,0.664,0.000114,0.34,0.589,72.024,4,rock
63,144428,False,0.753,0.72,4,-7.686,0,0.232,0.063,0.0,0.237,0.613,140.125,4,hip-hop
1,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,rock
79,228346,False,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,4,rock
83,163854,False,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,4,rock
67,217992,False,0.581,0.424,8,-6.616,1,0.0269,0.723,0.0,0.101,0.352,98.936,4,pop
2,183066,False,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
75,216133,False,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4,rock
0,243057,False,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
0,170720,False,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,rock
14,197146,False,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock
0,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,pop
59,177600,False,0.708,0.893,8,-2.002,0,0.0549,0.0188,5.47e-05,0.471,0.753,100.031,4,hip-hop
72,234514,False,0.503,0.665,7,-6.302,0,0.0801,0.124,0.000155,0.175,0.597,174.974,3,hip-hop
1,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop
68,258319,False,0.662,0.394,2,-14.407,1,0.0361,0.789,0.124,0.111,0.326,119.938,4,pop
74,189176,False,0.663,0.478,4,-7.265,0,0.185,0.095,0.0,0.0705,0.341,85.264,4,pop
64,263600,False,0.413,0.419,3,-10.592,0,0.0314,0.602,0.000113,0.13,0.264,149.658,3,hip-hop
0,200547,True,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,hip-hop
58,247272,True,0.842,0.776,5,-4.195,1,0.103,0.0898,0.0,0.215,0.287,99.019,4,hip-hop
0,239560,False,0.612,0.58,0,-8.572,0,0.0419,0.525,0.000414,0.26,0.534,130.045,4,pop
68,290360,False,0.779,0.854,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,4,pop
0,175238,True,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,4,pop
66,175187,False,0.811,0.844,8,-4.395,1,0.0898,0.31,0.0,0.731,0.889,93.48,4,hip-hop
0,190000,True,0.735,0.906,10,-3.658,0,0.11,0.0342,0.0,0.292,0.71,92.023,4,hip-hop
0,178013,False,0.64,0.957,8,-2.336,1,0.0741,0.0432,0.0,0.0789,0.691,134.99,4,rock
0,208920,False,0.658,0.773,11,-5.119,1,0.0244,0.000901,0.0,0.194,0.66,100.006,4,rock
0,209786,False,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,hip-hop
4,167760,False,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop
1,161115,False,0.753,0.701,8,-5.249,0,0.405,0.00291,7.77e-06,0.151,0.517,161.657,3,hip-hop
1,124653,False,0.516,0.818,11,-6.076,1,0.0393,0.00701,0.0,0.337,0.769,121.907,4,rock
0,249626,False,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.383,136.02,4,rock
65,359253,False,0.853,0.745,9,-8.636,0,0.109,0.0642,1.87e-06,0.0274,0.882,107.985,4,pop
86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,pop
2,169756,False,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,pop
79,183893,False,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,rock
71,195616,False,0.742,0.911,8,-2.812,1,0.0572,0.0137,0.00081,0.0593,0.78,101.0,4,pop
5,208546,False,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,4,pop
72,240306,False,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.144,0.86,105.009,4,rock
66,171627,False,0.722,0.716,8,-4.089,1,0.0696,0.132,1.05e-05,0.0997,0.626,171.96,4,pop
0,206385,True,0.647,0.581,4,-7.678,0,0.0884,0.0029,7.76e-06,0.119,0.113,150.149,4,hip-hop
0,273653,False,0.633,0.429,4,-6.784,0,0.0381,0.0444,0.0,0.132,0.52,143.793,4,rock
0,225333,False,0.752,0.85,8,-8.327,1,0.0819,0.025,0.000131,0.149,0.491,122.991,4,pop
80,247160,False,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,4,pop
0,214706,False,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,0.549,80.961,4,pop
63,261918,False,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34e-06,0.103,0.231,91.999,4,pop
84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop
58,211931,False,0.438,0.689,6,-5.387,1,0.0479,0.117,7.23e-06,0.154,0.507,120.668,5,hip-hop
61,215368,False,0.786,0.797,6,-4.063,1,0.0414,0.233,0.0,0.0861,0.453,95.014,4,hip-hop
57,163200,False,0.918,0.673,0,-5.084,1,0.184,0.314,0.0,0.0555,0.828,99.952,4,hip-hop
76,187888,False,0.576,0.679,0,-7.237,1,0.034,0.0311,0.0,0.323,0.213,121.005,4,rock
0,216426,False,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,3,pop
69,237875,False,0.799,0.784,4,-5.207,0,0.0519,0.11,2.84e-06,0.227,0.26,96.953,4,pop
1,174160,False,0.558,0.403,0,-8.968,1,0.0245,0.328,0.0,0.171,0.148,81.661,4,rock
0,253626,False,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,rock
62,257089,False,0.679,0.687,8,-5.522,1,0.0294,0.0779,0.0,0.704,0.424,127.961,4,hip-hop
1,171066,False,0.442,0.9,0,-5.032,1,0.0529,0.0109,0.0,0.395,0.609,148.62,4,rock
65,232513,False,0.493,0.404,6,-11.628,0,0.0394,0.75,0.0,0.366,0.82,179.992,3,pop
0,206580,False,0.211,0.821,9,-5.423,0,0.0732,1.25e-05,0.0329,0.104,0.371,153.742,4,rock
0,170964,False,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop
0,194013,False,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,hip-hop
51,156368,False,0.688,0.492,5,-8.459,1,0.0256,0.492,0.000227,0.147,0.638,107.918,4,rock
70,351587,False,0.527,0.525,1,-8.106,1,0.0337,0.876,1.41e-05,0.172,0.257,99.638,4,pop
1,170964,False,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop
87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop
1,184390,False,0.692,0.883,7,-4.698,1,0.0582,0.0512,0.0,0.228,0.614,122.984,4,pop
5,279613,False,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.025,4,hip-hop
0,158678,False,0.764,0.708,5,-5.692,0,0.21,0.146,0.0,0.33,0.566,106.175,4,pop
66,203333,False,0.714,0.72,2,-4.722,1,0.136,0.102,0.0,0.344,0.592,143.877,4,hip-hop
73,220799,False,0.459,0.878,5,-1.399,0,0.0688,5.62e-05,0.000307,0.371,0.494,144.852,4,rock
0,307440,False,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock
2,221773,True,0.635,0.701,10,-5.969,1,0.0268,0.253,4.91e-05,0.165,0.633,151.894,4,rock
4,244804,False,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,rock
0,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,pop
61,210680,False,0.756,0.858,1,-4.05,0,0.0585,0.035,0.000254,0.061,0.764,101.984,4,hip-hop
0,168839,False,0.854,0.446,1,-8.957,0,0.198,0.313,0.215,0.156,0.57,92.545,4,pop
56,205880,False,0.668,0.88,0,-7.057,1,0.261,0.217,1.95e-06,0.114,0.399,90.946,4,hip-hop
84,231173,True,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4,pop
61,182378,False,0.753,0.687,6,-6.375,0,0.149,0.52,2.32e-06,0.0663,0.754,90.621,4,hip-hop
3,215586,False,0.69,0.856,1,-2.549,0,0.0376,0.0689,7.82e-05,0.0761,0.74,145.966,4,pop
67,304529,False,0.35,0.468,6,-9.909,0,0.0385,0.445,0.034,0.0799,0.0467,71.312,4,pop
70,246412,False,0.636,0.425,6,-11.722,0,0.0453,0.591,0.0,0.0908,0.548,170.013,4,pop
